,year_film,year_ceremony,ceremony,name,film,winner,category2
10061,2017,2018,90,Frank Stiefel,Heaven Is a Traffic Jam on the 405,True,ETC
10070,2017,2018,90,Chile,A Fantastic Woman,True,ETC
10075,2017,2018,90,"Kazuhiro Tsuji, David Malinowski and Lucy Sibbick",Darkest Hour,True,ETC
10080,2017,2018,90,Alexandre Desplat,The Shape of Water,True,ETC
10085,2017,2018,90,Music and Lyric by Kristen Anderson-Lopez and Robert Lopez,Coco,True,ETC
10095,2017,2018,90,"Guillermo del Toro and J. Miles Dale, Producers",The Shape of Water,True,BEST PICTURE
10101,2017,2018,90,Production Design: Paul Denham Austerberry; Set Decoration: Shane Vieau and Jeffrey A. Melvin,The Shape of Water,True,ETC
10102,2017,2018,90,Glen Keane and Kobe Bryant,Dear Basketball,True,ETC
10110,2017,2018,90,Chris Overton and Rachel Shenton,The Silent Child,True,ETC
10114,2017,2018,90,Richard King and Alex Gibson,Dunkirk,True,ETC
10119,2017,2018,90,"Gregg Landaker, Gary A. Rizzo and Mark Weingarten",Dunkirk,True,ETC
10122,2017,2018,90,"John Nelson, Gerd Nefzer, Paul Lambert and Richard R. Hoover",Blade Runner 2049,True,ETC
10127,2017,2018,90,Screenplay by James Ivory,Call Me by Your Name,True,WRITING
10133,2017,2018,90,Written by Jordan Peele,Get Out,True,WRITING
10145,2018,2019,91,Rami Malek,Bohemian Rhapsody,True,ACTOR
10147,2018,2019,91,Mahershala Ali,Green Book,True,ACTOR SUPPORTING
10154,2018,2019,91,Olivia Colman,The Favourite,True,ACTRESS
10159,2018,2019,91,Regina King,If Beale Street Could Talk,True,ACTRESS SUPPORTING
10166,2018,2019,91,"Bob Persichetti, Peter Ramsey, Rodney Rothman, Phil Lord and Christopher Miller",Spider-Man: Into the Spider-Verse,True,ETC
10170,2018,2019,91,Alfonso Cuarón,Roma,True,CINEMATOGRAPHY
10173,2018,2019,91,Ruth Carter,Black Panther,True,ETC
10180,2018,2019,91,Alfonso Cuarón,Roma,True,DIRECTING
10182,2018,2019,91,"Elizabeth Chai Vasarhelyi, Jimmy Chin, Evan Hayes and Shannon Dill",Free Solo,True,ETC
10191,2018,2019,91,Rayka Zehtabchi and Melissa Berton,Period. End of Sentence.,True,ETC
10200,2018,2019,91,Mexico,Roma,True,ETC
10204,2018,2019,91,"Greg Cannom, Kate Biscoe and Patricia Dehaney",Vice,True,ETC
10205,2018,2019,91,Ludwig Goransson,Black Panther,True,ETC
10213,2018,2019,91,"Music and Lyric by Lady Gaga, Mark Ronson, Anthony Rossomando and Andrew Wyatt",A Star Is Born,True,ETC
10219,2018,2019,91,"Jim Burke, Charles B. Wessler, Brian Currie, Peter Farrelly and Nick Vallelonga, Producers",Green Book,True,BEST PICTURE
10223,2018,2019,91,Production Design: Hannah Beachler; Set Decoration: Jay Hart,Black Panther,True,ETC
10229,2018,2019,91,Domee Shi and Becky Neiman-Cobb,Bao,True,ETC
10237,2018,2019,91,Guy Nattiv and Jaime Ray Newman,Skin,True,ETC
10239,2018,2019,91,John Warhurst and Nina Hartstone,Bohemian Rhapsody,True,ETC
10244,2018,2019,91,"Paul Massey, Tim Cavagin and John Casali",Bohemian Rhapsody,True,ETC
10250,2018,2019,91,"Paul Lambert, Ian Hunter, Tristan Myles and J.D. Schwalm",First Man,True,ETC
10254,2018,2019,91,Written by Charlie Wachtel & David Rabinowitz and Kevin Willmott & Spike Lee,BlacKkKlansman,True,WRITING
10260,2018,2019,91,"Written by Nick Vallelonga, Brian Currie, Peter Farrelly",Green Book,True,WRITING
10270,2019,2020,92,Joaquin Phoenix,Joker,True,ACTOR
10276,2019,2020,92,Brad Pitt,Once upon a Time...in Hollywood,True,ACTOR SUPPORTING
10281,2019,2020,92,Renée Zellweger,Judy,True,ACTRESS
10283,2019,2020,92,Laura Dern,Marriage Story,True,ACTRESS SUPPORTING
10291,2019,2020,92,"Josh Cooley, Mark Nielsen and Jonas Rivera",Toy Story 4,True,ETC
10295,2019,2020,92,Roger Deakins,1917,True,CINEMATOGRAPHY
10300,2019,2020,92,Jacqueline Durran,Little Women,True,ETC
10306,2019,2020,92,Bong Joon Ho,Parasite,True,DIRECTING
10307,2019,2020,92,"Steven Bognar, Julia Reichert and Jeff Reichert",American Factory,True,ETC
10313,2019,2020,92,Carol Dysinger and Elena Andreicheva,Learning to Skateboard in a Warzone (If You're a Girl),True,ETC
10326,2019,2020,92,South Korea,Parasite,True,ETC
10327,2019,2020,92,"Kazu Hiro, Anne Morgan and Vivian Baker",Bombshell,True,ETC
10332,2019,2020,92,Hildur Guðnadóttir,Joker,True,ETC
10338,2019,2020,92,Music by Elton John; Lyric by Bernie Taupin,Rocketman,True,ETC
10350,2019,2020,92,"Kwak Sin Ae and Bong Joon Ho, Producers",Parasite,True,BEST PICTURE
10354,2019,2020,92,Production Design: Barbara Ling; Set Decoration: Nancy Haigh,Once upon a Time...in Hollywood,True,ETC
10357,2019,2020,92,Matthew A. Cherry and Karen Rupert Toliver,Hair Love,True,ETC
10363,2019,2020,92,Marshall Curry,The Neighbors' Window,True,ETC
10366,2019,2020,92,Donald Sylvester,Ford v Ferrari,True,ETC
10374,2019,2020,92,Mark Taylor and Stuart Wilson,1917,True,ETC
10379,2019,2020,92,"Guillaume Rocheron, Greg Butler and Dominic Tuohy",1917,True,ETC
10382,2019,2020,92,Screenplay by Taika Waititi,Jojo Rabbit,True,WRITING
10390,2019,2020,92,"Screenplay by Bong Joon Ho, Han Jin Won; Story by Bong Joon Ho",Parasite,True,WRITING
